epoch,tarin_acc,train_loss,valid_acc,valid_loss
0070,0.9952652,0.019260022176957027,0.99568963,0.02491318597458303
0071,0.9971591,0.015200550458041218,0.9913793,0.016536287885111082
0072,0.9971591,0.010078011771618163,0.98922414,0.033027757039486336
0073,0.9962121,0.009947717153849997,0.98922414,0.041671835600623285
0074,0.99810606,0.007222291777328461,0.98491377,0.04152519116981019
0075,0.9962121,0.012478821969566387,0.98922414,0.03403875180158828
0076,0.9957387,0.010984144647822673,0.9935345,0.020846213760047125
0077,0.9952652,0.012995874088532715,0.9935345,0.029534609488548774
0078,0.9947917,0.01642157128398222,0.99568963,0.014216007415911761
0079,0.99810606,0.006330296895942989,0.9784483,0.05611963122119677
0080,0.9962121,0.009640419138260328,0.9935345,0.023862910184985157
0081,0.9976326,0.008176433363449618,0.9935345,0.021351752465526605
0082,0.9971591,0.01113993140461389,0.9913793,0.02161619794386407
0083,0.9976326,0.006489559537757569,0.9913793,0.023318656870758098
0084,0.9966856,0.009847594143524695,0.9935345,0.03006758189214201
0085,0.9971591,0.008008901087812388,0.98922414,0.027845263586516074
0086,0.99810606,0.006277421541833037,0.99568963,0.010924445137036321
0087,0.99810606,0.00860112072250834,0.9913793,0.026162044365954554
0088,0.9962121,0.01061357349593009,0.9913793,0.029125611851762594
0089,0.9971591,0.01173921957634968,0.99568963,0.01351302037425018
0090,0.99857956,0.007417182635187849,0.98922414,0.018739863086074334
0091,0.9966856,0.00905433924168447,0.9978448,0.009872829244504201
0092,0.99810606,0.00546808507880831,0.99568963,0.015359235782947006
0093,0.99810606,0.00791321558283402,0.98922414,0.021422974723150377
0094,0.9976326,0.006227270800357501,0.9978448,0.008338893476697007
0095,0.99952656,0.002679421999346232,0.9978448,0.008233553119774523
0096,0.9962121,0.010708284089835643,0.9978448,0.0066109364410733866
0097,1.0,0.00269246882552662,0.9978448,0.009863233187733668
0098,0.9976326,0.005051054215459082,0.9978448,0.009648053411089269
0099,0.99810606,0.0074159823830775694,0.98706895,0.03787317767273635
0100,0.99952656,0.0029594988807344416,0.9935345,0.04079881854002075
